"GEOID","tot_can","MINORPCT","LOWINCPCT","LESSHSPCT","LINGISOPCT","UNDER5PCT","OVER64PCT","SUM_ECSI_open","SUM_LUST_open","countAdv","all_cat","PM25_EPA","PM25_NWAQ_MAX","PM25_Mean_NWAQ","min_dec","min_quin","un5_dec","un5_quin","o64_dec","o64_quin","lhs_dec","lhs_quin","inc_dec","inc_quin","lin_dec","lin_quin","lus_av","lus_max","lus_num"
410390013022,19.44577993,0.150362319,0.438781852,0.170711297,0,0.071256039,0.195652174,2,2,NA,"Low",5.708209,6,6,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.183,0.21]",7,"(0.157,0.213]",9,"(0.432,0.499]",8,"(0, 0]",1,175,175,1
410390013023,19.44577993,0.265765766,0.503546099,0.209852217,0.029827316,0.054054054,0.122908623,0,0,NA,"Low",5.708209,6,5.999902,"(0.212,0.266]",7,"(0.0505,0.0588]",6,"(0.113,0.134]",4,"(0.157,0.213]",9,"(0.499,0.592]",9,"(0.0218,0.0404]",8,1070,1070,1
410390014001,21.14196727,0.068069307,0.391707921,0.06650641,0.007564297,0.03279703,0.242574257,3,0,0,"Low",5.122067,6,4.187601,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.21,0.248]",8,"(0.0616,0.0788]",5,"(0.38,0.432]",7,"(0, 0.07901]",6,NA,NA,NA
410390014002,21.14196727,0.190274841,0.521141649,0.221448468,0,0.030655391,0.206131078,12,0,NA,"Low",5.122067,4,3.653268,"(0.172,0.212]",6,"(0.023,0.0324]",3,"(0.183,0.21]",7,"(0.213,1]",10,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390015001,21.14069025,0.066027689,0.212992545,0.11209068,0,0.047923323,0.37486688,3,0,5,"Medium",4.773381,7,3.450296,"(0.0503,0.0826]",2,"(0.0419,0.0505]",5,"(0.309,0.832]",10,"(0.0968,0.122]",7,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390015002,21.14069025,0.248188406,0.572463768,0.248985115,0,0,0.196557971,1,0,NA,"Low",4.773381,7,6.585085,"(0.212,0.266]",7,NA,NA,"(0.183,0.21]",7,"(0.213,1]",10,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390015003,21.14069025,0.090723751,0.468909276,0.252061249,0,0.062181448,0.433231397,0,0,NA,"Low",4.773381,7,6.726995,"(0.0826,0.109]",3,"(0.0588,0.0686]",7,"(0.309,0.832]",10,"(0.213,1]",10,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390015004,21.14069025,0.065934066,0.657651246,0.148815166,0,0,0.145604396,1,2,NA,"Low",4.773381,7,6.005977,"(0.0503,0.0826]",2,NA,NA,"(0.134,0.158]",5,"(0.122,0.157]",8,"(0.592,1]",10,"(0, 0]",1,375,375,2
410390016001,22.48675369,0.01618929,0.342465753,0.098497496,0,0.090909091,0.095890411,3,0,NA,"High",5.20952,6,5.325357,"(0,0.0503]",1,"(0.0812,0.1]",9,"(0.0936,0.113]",3,"(0.0968,0.122]",7,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390016002,22.48675369,0.121400778,0.32890625,0.084295612,0,0.074708171,0.159533074,2,0,6,"Low",5.20952,6,5.377593,"(0.109,0.139]",4,"(0.0686,0.0812]",8,"(0.158,0.183]",6,"(0.0788,0.0968]",6,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390016003,22.48675369,0.085585586,0.340646651,0.059574468,0,0.040540541,0.289414414,0,0,NA,"Low",5.20952,6,4.47486,"(0.0826,0.109]",3,"(0.0324,0.0419]",4,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390016004,22.48675369,0.030335861,0.273022752,0.185733513,0,0.010834236,0.196099675,0,0,1,"Low",5.20952,6,4.082422,"(0,0.0503]",1,"(0.00931,0.023]",2,"(0.183,0.21]",7,"(0.157,0.213]",9,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390016004,22.48675369,0.030335861,0.273022752,0.185733513,0,0.010834236,0.196099675,0,0,1,"Low",5.20952,6,4.082422,"(0,0.0503]",1,"(0.00931,0.023]",2,"(0.183,0.21]",7,"(0.157,0.213]",9,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390016005,22.48675369,0.096153846,0.262820513,0.086330935,0,0.019230769,0.241758242,0,0,NA,"Low",5.20952,6,4.590813,"(0.0826,0.109]",3,"(0.00931,0.023]",2,"(0.21,0.248]",8,"(0.0788,0.0968]",6,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390017001,21.39898036,0.201732673,0.464727723,0.071866784,0,0.047648515,0.284653465,0,3,NA,"Medium",5.975472,6,6,"(0.172,0.212]",6,"(0.0419,0.0505]",5,"(0.248,0.309]",9,"(0.0616,0.0788]",5,"(0.432,0.499]",8,"(0, 0]",1,1570,2075,2
410390017002,21.39898036,0.089311859,0.199121523,0,0,0.103953148,0.125915081,4,0,NA,"High",5.975472,6,6,"(0.0826,0.109]",3,"(0.1,0.245]",10,"(0.113,0.134]",4,NA,NA,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390017003,21.39898036,0.064197531,0.184567901,0.180451128,0,0.064197531,0.20617284,0,1,NA,"High",5.975472,6,5.969958,"(0.0503,0.0826]",2,"(0.0588,0.0686]",7,"(0.183,0.21]",7,"(0.157,0.213]",9,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390017004,21.39898036,0.028728606,0.253382534,0.034628378,0.025806452,0.060513447,0.264669927,1,1,NA,"Low",5.975472,6,5.490938,"(0,0.0503]",1,"(0.0588,0.0686]",7,"(0.248,0.309]",9,"(0.0282,0.0447]",3,"(0.233,0.283]",4,"(0.0218,0.0404]",8,225,225,1
410390018011,20.2726852,0.171729958,0.394747988,0.093073593,0,0.053164557,0.129535865,1,0,NA,"High",5.954565,6,5.244539,"(0.172,0.212]",6,"(0.0505,0.0588]",6,"(0.113,0.134]",4,"(0.0788,0.0968]",6,"(0.38,0.432]",7,"(0, 0]",1,NA,NA,NA
410390018012,20.2726852,0.337715694,0.327122153,0.161174785,0,0.085866886,0.104354971,0,0,NA,"Low",5.954565,6,5.903055,"(0.336,0.442]",9,"(0.0812,0.1]",9,"(0.0936,0.113]",3,"(0.157,0.213]",9,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390018013,20.2726852,0.102599179,0.293433653,0.055664063,0,0.095075239,0.148426813,1,0,NA,"High",5.954565,6,5.958593,"(0.0826,0.109]",3,"(0.0812,0.1]",9,"(0.134,0.158]",5,"(0.0447,0.0616]",4,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390018031,22.49165049,0.117685306,0.257198953,0.041465767,0.013333333,0.05656697,0.16579974,2,0,NA,"Low",6.075245,6,6,"(0.109,0.139]",4,"(0.0505,0.0588]",6,"(0.158,0.183]",6,"(0.0282,0.0447]",3,"(0.233,0.283]",4,"(0.07901, 0.0218]",7,NA,NA,NA
410390018032,22.49165049,0.043682796,0.366197183,0.019629226,0,0.043010753,0.115591398,0,1,NA,"Low",6.075245,6,6,"(0,0.0503]",1,"(0.0419,0.0505]",5,"(0.113,0.134]",4,"(0.0114,0.0282]",2,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390018033,22.49165049,0.179365079,0.4376,0.063829787,0,0.051587302,0.198412698,0,0,NA,"Low",6.075245,6,6,"(0.172,0.212]",6,"(0.0505,0.0588]",6,"(0.183,0.21]",7,"(0.0616,0.0788]",5,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390018041,19.66374315,0.109787234,0.41106383,0.023485785,0,0.045106383,0.114893617,0,0,NA,"Low",5.907855,6,6,"(0.109,0.139]",4,"(0.0419,0.0505]",5,"(0.113,0.134]",4,"(0.0114,0.0282]",2,"(0.38,0.432]",7,"(0, 0]",1,NA,NA,NA
410390018042,19.66374315,0.101574213,0.273411057,0.083431953,0,0.022113943,0.157421289,0,1,NA,"High",5.907855,6,5.167368,"(0.0826,0.109]",3,"(0.00931,0.023]",2,"(0.134,0.158]",5,"(0.0788,0.0968]",6,"(0.233,0.283]",4,"(0, 0]",1,125,125,1
410390019021,25.60442642,0.197823937,0.507896077,0.183229814,0,0.105341246,0.080118694,0,2,NA,"Low",6.233634,6,6,"(0.172,0.212]",6,"(0.1,0.245]",10,"(0.066,0.0936]",2,"(0.157,0.213]",9,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390019022,25.60442642,0.15,0.33902439,0.097372488,0,0,0.17195122,0,0,NA,"Low",6.233634,6,6,"(0.139,0.172]",5,NA,NA,"(0.158,0.183]",6,"(0.0968,0.122]",7,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390019023,25.60442642,0.167310167,0.392113425,0.055031447,0,0.124839125,0.028743029,3,2,NA,"Low",6.233634,6,6,"(0.139,0.172]",5,"(0.1,0.245]",10,"(0,0.066]",1,"(0.0447,0.0616]",4,"(0.38,0.432]",7,"(0, 0]",1,675,1225,2
410390019024,25.60442642,0.130666667,0.502222222,0.100147275,0.102857143,0.044444444,0.136888889,0,2,NA,"Low",6.233634,6,6,"(0.109,0.139]",4,"(0.0419,0.0505]",5,"(0.134,0.158]",5,"(0.0968,0.122]",7,"(0.499,0.592]",9,"(0.0748, 0.5]",10,1752.5,2165,2
410390019031,24.8760334,0.184196756,0.452076677,0.079638009,0,0.095761381,0.083725798,0,0,NA,"Low",6.156129,6,6,"(0.172,0.212]",6,"(0.0812,0.1]",9,"(0.066,0.0936]",2,"(0.0788,0.0968]",6,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390019032,24.8760334,0.311621967,0.592592593,0.227926078,0,0.012771392,0.076628352,1,0,NA,"Low",6.156129,6,6,"(0.266,0.336]",8,"(0.00931,0.023]",2,"(0.066,0.0936]",2,"(0.213,1]",10,"(0.592,1]",10,"(0, 0]",1,NA,NA,NA
410390019041,24.35131781,0.383226324,0.454619455,0.216716418,0,0.097913323,0.109149278,0,0,NA,"Low",6.13644,6,6,"(0.336,0.442]",9,"(0.0812,0.1]",9,"(0.0936,0.113]",3,"(0.213,1]",10,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390019042,24.35131781,0.30255164,0.502864418,0.056867892,0,0.119076549,0.14763062,0,0,NA,"Low",6.13644,6,6,"(0.266,0.336]",8,"(0.1,0.245]",10,"(0.134,0.158]",5,"(0.0447,0.0616]",4,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390019043,24.35131781,0.417763158,0.602796053,0.439273553,0.034090909,0,0.364309211,0,0,NA,"Low",6.13644,6,6,"(0.336,0.442]",9,NA,NA,"(0.309,0.832]",10,"(0.213,1]",10,"(0.592,1]",10,"(0.0218,0.0404]",8,NA,NA,NA
410390020011,22.90471055,0.103467254,0.318106769,0.046897547,0,0.070996147,0.272977435,0,0,NA,"Low",6.253059,6,6,"(0.0826,0.109]",3,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390020012,22.90471055,0.166774822,0.212848799,0.1607298,0.060358891,0.049318624,0.179104478,2,0,NA,"Low",6.253059,6,6,"(0.139,0.172]",5,"(0.0419,0.0505]",5,"(0.158,0.183]",6,"(0.157,0.213]",9,"(0.177,0.233]",3,"(0.0404, 0.0748]",9,NA,NA,NA
410390020021,24.37841197,0.066960352,0.116496221,0.032825322,0.017897092,0.035682819,0.328193833,0,0,NA,"Low",6.321011,6,6,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.0282,0.0447]",3,"(0,0.119]",1,"(0.07901, 0.0218]",7,NA,NA,NA
410390020022,24.37841197,0.187543493,0.490384615,0.106327801,0.034893617,0.050452331,0.115518441,0,1,NA,"Low",6.321011,6,6,"(0.172,0.212]",6,"(0.0419,0.0505]",5,"(0.113,0.134]",4,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0.0218,0.0404]",8,NA,NA,NA
410390021011,24.09058387,0.110778443,0.363023952,0.053180396,0,0.06511976,0.179640719,1,3,NA,"Medium",6.415703,6,5.377832,"(0.109,0.139]",4,"(0.0588,0.0686]",7,"(0.158,0.183]",6,"(0.0447,0.0616]",4,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390021012,24.09058387,0.341446453,0.633518776,0.242388759,0.046678636,0.044506259,0.110570236,0,1,NA,"Low",6.415703,6,6,"(0.336,0.442]",9,"(0.0419,0.0505]",5,"(0.0936,0.113]",3,"(0.213,1]",10,"(0.592,1]",10,"(0.0404, 0.0748]",9,NA,NA,NA
410390021021,25.93679723,0.156936011,0.522802069,0.157414449,0,0.078000934,0.239140589,0,0,NA,"Low",6.403762,6,6,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.21,0.248]",8,"(0.157,0.213]",9,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390021022,25.93679723,0.226847918,0.588360238,0.141574586,0.035827187,0.096431606,0.071792693,0,0,NA,"Low",6.403762,6,5.975964,"(0.212,0.266]",7,"(0.0812,0.1]",9,"(0.066,0.0936]",2,"(0.122,0.157]",8,"(0.499,0.592]",9,"(0.0218,0.0404]",8,815,815,1
410390021023,25.93679723,0.121730382,0.467303823,0.083526682,0,0.044768612,0.083501006,0,1,NA,"Low",6.403762,6,6,"(0.109,0.139]",4,"(0.0419,0.0505]",5,"(0.066,0.0936]",2,"(0.0788,0.0968]",6,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390022011,25.27644949,0.093280632,0.060079051,0.003198294,0.02303263,0.011067194,0.275889328,1,1,NA,"Low",6.514898,6,6,"(0.0826,0.109]",3,"(0.00931,0.023]",2,"(0.248,0.309]",9,"(0,0.0114]",1,"(0,0.119]",1,"(0.0218,0.0404]",8,465,635,3
410390022012,25.27644949,0.073413521,0.333886354,0.064702788,0,0.059311489,0.303608461,0,0,NA,"Low",6.514898,6,6,"(0.0503,0.0826]",2,"(0.0588,0.0686]",7,"(0.248,0.309]",9,"(0.0616,0.0788]",5,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390022021,24.04777313,0.093802345,0.150335008,0.00788835,0.015984016,0.029313233,0.128559464,0,0,NA,"Low",6.472077,6,6,"(0.0826,0.109]",3,"(0.023,0.0324]",3,"(0.113,0.134]",4,"(0,0.0114]",1,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
410390022022,24.04777313,0.210526316,0.234295416,0.026862027,0,0.111205433,0.190152801,0,0,NA,"Low",6.472077,6,6,"(0.172,0.212]",6,"(0.1,0.245]",10,"(0.183,0.21]",7,"(0.0114,0.0282]",2,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390022023,24.04777313,0.11814346,0.332630098,0.028543783,0,0.011603376,0.204992968,0,0,NA,"Medium",6.472077,6,5.508201,"(0.109,0.139]",4,"(0.00931,0.023]",2,"(0.183,0.21]",7,"(0.0282,0.0447]",3,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390023011,30.52947602,0.202131439,0.493783304,0.108080808,0.024472574,0.058259325,0.154174067,1,2,NA,"Low",6.549988,6,6,"(0.172,0.212]",6,"(0.0505,0.0588]",6,"(0.134,0.158]",5,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0.0218,0.0404]",8,675,675,1
410390023012,30.52947602,0.110671937,0.235528942,0.063131313,0,0.02173913,0.218379447,0,1,NA,"Low",6.549988,6,6,"(0.109,0.139]",4,"(0.00931,0.023]",2,"(0.21,0.248]",8,"(0.0616,0.0788]",5,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390023021,28.07992084,0.161646586,0.174196787,0.050036258,0.01300578,0.045180723,0.171184739,0,0,NA,"Low",6.520486,6,6,"(0.139,0.172]",5,"(0.0419,0.0505]",5,"(0.158,0.183]",6,"(0.0447,0.0616]",4,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
410390023022,28.07992084,0.167551622,0.295548961,0.04806867,0,0.037758112,0.15339233,0,0,NA,"Low",6.520486,6,6,"(0.139,0.172]",5,"(0.0324,0.0419]",4,"(0.134,0.158]",5,"(0.0447,0.0616]",4,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390023023,28.07992084,0.227772228,0.387612388,0.09476662,0,0.058941059,0.141858142,0,0,NA,"Low",6.520486,6,6,"(0.212,0.266]",7,"(0.0588,0.0686]",7,"(0.134,0.158]",5,"(0.0788,0.0968]",6,"(0.38,0.432]",7,"(0, 0]",1,NA,NA,NA
410390024011,27.59569931,0.091224018,0.147806005,0.06466877,0,0.055427252,0.106235566,0,1,NA,"Medium",6.544903,6,6,"(0.0826,0.109]",3,"(0.0505,0.0588]",6,"(0.0936,0.113]",3,"(0.0616,0.0788]",5,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410390024012,27.59569931,0.124898621,0.089213301,0.057673509,0,0.0405515,0.274128143,0,0,NA,"Low",6.544903,6,6,"(0.109,0.139]",4,"(0.0324,0.0419]",4,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410390024013,27.59569931,0.142857143,0.221311475,0.065735415,0,0.076697892,0.220725995,0,0,NA,"Low",6.544903,6,6,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.21,0.248]",8,"(0.0616,0.0788]",5,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390024031,29.63962575,0.122205663,0.267759563,0.088157895,0,0.055638351,0.229011426,12,3,NA,"Low",6.563975,6,6,"(0.109,0.139]",4,"(0.0505,0.0588]",6,"(0.21,0.248]",8,"(0.0788,0.0968]",6,"(0.233,0.283]",4,"(0, 0]",1,972.5,1820,2
410390024032,29.63962575,0.032451923,0.295673077,0.024922118,0.03307888,0.056490385,0.257211538,0,0,NA,"Low",6.563975,6,6,"(0,0.0503]",1,"(0.0505,0.0588]",6,"(0.248,0.309]",9,"(0.0114,0.0282]",2,"(0.283,0.331]",5,"(0.0218,0.0404]",8,NA,NA,NA
410390024033,29.63962575,0.15747331,0.221024259,0.023399015,0,0.035587189,0.209964413,0,0,NA,"Low",6.563975,6,6,"(0.139,0.172]",5,"(0.0324,0.0419]",4,"(0.21,0.248]",8,"(0.0114,0.0282]",2,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390024041,30.43429628,0.155904059,0.366236162,0.035666218,0.033180778,0.062269373,0.167435424,0,1,NA,"Low",6.563745,6,6,"(0.139,0.172]",5,"(0.0588,0.0686]",7,"(0.158,0.183]",6,"(0.0282,0.0447]",3,"(0.331,0.38]",6,"(0.0218,0.0404]",8,NA,NA,NA
410390024042,30.43429628,0.195135135,0.283398547,0.103108415,0,0.07027027,0.228648649,0,0,NA,"Low",6.563745,6,6,"(0.172,0.212]",6,"(0.0686,0.0812]",8,"(0.21,0.248]",8,"(0.0968,0.122]",7,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390025011,28.35394262,0.127725857,0.279215686,0.136196319,0,0.059968847,0.12305296,2,0,1,"High",6.541619,6,6,"(0.109,0.139]",4,"(0.0588,0.0686]",7,"(0.113,0.134]",4,"(0.122,0.157]",8,"(0.233,0.283]",4,"(0, 0]",1,225,225,1
410390025012,28.35394262,0.345024112,0.350815337,0.163934426,0,0.09995616,0.091188075,0,0,NA,"Low",6.541619,6,6,"(0.336,0.442]",9,"(0.0812,0.1]",9,"(0.066,0.0936]",2,"(0.157,0.213]",9,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410390025013,28.35394262,0.221153846,0.321153846,0.150042626,0,0.022435897,0.1,0,0,NA,"Low",6.541619,6,6,"(0.212,0.266]",7,"(0.00931,0.023]",2,"(0.0936,0.113]",3,"(0.122,0.157]",8,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390025031,28.39963411,0.290394338,0.22208639,0.136814276,0.042671614,0.071385238,0.117087968,0,0,NA,"High",6.564652,6,6,"(0.266,0.336]",8,"(0.0686,0.0812]",8,"(0.113,0.134]",4,"(0.122,0.157]",8,"(0.177,0.233]",3,"(0.0404, 0.0748]",9,NA,NA,NA
410390025032,28.39963411,0.092084006,0.310177706,0.072368421,0,0.028271405,0.409531502,0,0,NA,"Low",6.564652,6,6,"(0.0826,0.109]",3,"(0.023,0.0324]",3,"(0.309,0.832]",10,"(0.0616,0.0788]",5,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390025033,28.39963411,0.291723202,0.199177707,0.08836858,0.02124834,0.061962913,0.077792854,0,0,NA,"Low",6.564652,6,6,"(0.266,0.336]",8,"(0.0588,0.0686]",7,"(0.066,0.0936]",2,"(0.0788,0.0968]",6,"(0.177,0.233]",3,"(0.07901, 0.0218]",7,NA,NA,NA
410390025034,28.39963411,0.007662835,0.302681992,0.017777778,0,0,0.229885057,0,0,NA,"Low",6.564652,6,6,"(0,0.0503]",1,NA,NA,"(0.21,0.248]",8,"(0.0114,0.0282]",2,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390025041,27.80084748,0.054232804,0.384920635,0.079470199,0,0.080687831,0.010582011,2,0,NA,"Medium",6.527313,6,6,"(0.0503,0.0826]",2,"(0.0686,0.0812]",8,"(0,0.066]",1,"(0.0788,0.0968]",6,"(0.38,0.432]",7,"(0, 0]",1,NA,NA,NA
410390025042,27.80084748,0.373060916,0.515976331,0.148922687,0.016685206,0.103670072,0.105183504,1,0,NA,"Low",6.527313,6,6,"(0.336,0.442]",9,"(0.1,0.245]",10,"(0.0936,0.113]",3,"(0.122,0.157]",8,"(0.499,0.592]",9,"(0.07901, 0.0218]",7,NA,NA,NA
410390026001,30.98500738,0.302566067,0.430865648,0.073937153,0.043710972,0.050938338,0.0999617,4,4,NA,"High",6.625263,6,6,"(0.266,0.336]",8,"(0.0505,0.0588]",6,"(0.0936,0.113]",3,"(0.0616,0.0788]",5,"(0.38,0.432]",7,"(0.0404, 0.0748]",9,747.5,1320,2
410390026002,30.98500738,0.358602505,0.504943968,0.254130606,0.032448378,0.055372446,0.21555702,1,0,NA,"High",6.625263,6,6,"(0.336,0.442]",9,"(0.0505,0.0588]",6,"(0.21,0.248]",8,"(0.213,1]",10,"(0.499,0.592]",9,"(0.0218,0.0404]",8,NA,NA,NA
410390026003,30.98500738,0.185492228,0.289119171,0.076414401,0,0.039378238,0.198963731,0,0,NA,"High",6.625263,6,6,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0.183,0.21]",7,"(0.0616,0.0788]",5,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410390027001,31.67724348,0.250823874,0.453067258,0.121380846,0,0.040644453,0.111314537,0,0,NA,"High",6.584546,6,6,"(0.212,0.266]",7,"(0.0324,0.0419]",4,"(0.0936,0.113]",3,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390027002,31.67724348,0.190177042,0.494003427,0.143651529,0,0.032552827,0.118789263,1,0,NA,"High",6.584546,6,6,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0.113,0.134]",4,"(0.122,0.157]",8,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410390028001,32.66801645,0.144230769,0.561538462,0.067567568,0,0.080128205,0.130128205,0,0,NA,"Low",6.564311,6,6,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.113,0.134]",4,"(0.0616,0.0788]",5,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410390028002,32.66801645,0.31277533,0.55363841,0.062832801,0.042553191,0.104258443,0.095447871,0,1,NA,"High",6.564311,6,6,"(0.266,0.336]",8,"(0.1,0.245]",10,"(0.0936,0.113]",3,"(0.0616,0.0788]",5,"(0.499,0.592]",9,"(0.0404, 0.0748]",9,NA,NA,NA
410390028003,32.66801645,0.059610706,0.445255474,0.116591928,0.018361582,0.072384428,0.28649635,0,2,NA,"High",6.564311,6,6,"(0.0503,0.0826]",2,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0.07901, 0.0218]",7,NA,NA,NA
410390029021,26.39526912,0.253473684,0.347604917,0.057034221,0.00994575,0.079578947,0.256421053,0,1,NA,"Low",6.497479,6,6,"(0.212,0.266]",7,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0.331,0.38]",6,"(0.07901, 0.0218]",7,NA,NA,NA
410390029022,26.39526912,0.141231593,0.27303523,0.024261603,0,0.065595716,0.141900937,0,0,NA,"Low",6.497479,6,6,"(0.139,0.172]",5,"(0.0588,0.0686]",7,"(0.134,0.158]",5,"(0.0114,0.0282]",2,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390029031,31.04649983,0.184287812,0.22246696,0.024305556,0,0.075624082,0.138032305,0,0,NA,"Low",6.512781,6,6,"(0.172,0.212]",6,"(0.0686,0.0812]",8,"(0.134,0.158]",5,"(0.0114,0.0282]",2,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410390029032,31.04649983,0.281003584,0.24874552,0.021021021,0.027586207,0.098207885,0.258781362,0,0,NA,"Low",6.512781,6,6,"(0.266,0.336]",8,"(0.0812,0.1]",9,"(0.248,0.309]",9,"(0.0114,0.0282]",2,"(0.233,0.283]",4,"(0.0218,0.0404]",8,NA,NA,NA
410390029041,33.8032953,0.19600939,0.556543837,0.053262317,0.017699115,0.018779343,0.496478873,0,0,NA,"Medium",6.540993,6,6,"(0.172,0.212]",6,"(0.00931,0.023]",2,"(0.309,0.832]",10,"(0.0447,0.0616]",4,"(0.499,0.592]",9,"(0.07901, 0.0218]",7,NA,NA,NA
410390029042,33.8032953,0.24691358,0.315397351,0.051020408,0.030354132,0.051851852,0.237037037,0,0,NA,"Medium",6.540993,6,6,"(0.212,0.266]",7,"(0.0505,0.0588]",6,"(0.21,0.248]",8,"(0.0447,0.0616]",4,"(0.283,0.331]",5,"(0.0218,0.0404]",8,NA,NA,NA
410390029043,33.8032953,0.23007129,0.246921581,0.020408163,0,0.025923526,0.112119248,0,0,NA,"Low",6.540993,6,6,"(0.212,0.266]",7,"(0.023,0.0324]",3,"(0.0936,0.113]",3,"(0.0114,0.0282]",2,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410390030001,31.17575536,0.067484663,0.131288344,0.105754277,0,0.013496933,0.306748466,0,0,NA,"Medium",6.490598,6,6,"(0.0503,0.0826]",2,"(0.00931,0.023]",2,"(0.248,0.309]",9,"(0.0968,0.122]",7,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410390030002,31.17575536,0.180311891,0.285575049,0.040939597,0.016175071,0.037037037,0.249025341,0,1,NA,"Medium",6.490598,6,6,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0.248,0.309]",9,"(0.0282,0.0447]",3,"(0.283,0.331]",5,"(0.07901, 0.0218]",7,NA,NA,NA
410390030003,31.17575536,0.068875893,0.118908382,0.015652174,0,0.061728395,0.223521767,0,8,NA,"Low",6.490598,6,6,"(0.0503,0.0826]",2,"(0.0588,0.0686]",7,"(0.21,0.248]",8,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410390031011,26.40356583,0.14349277,0.125070107,0.043654002,0.021406728,0.079532814,0.198553949,0,1,NA,"Low",6.453623,6,6,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.183,0.21]",7,"(0.0282,0.0447]",3,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
