"GEOID","tot_can","MINORPCT","LOWINCPCT","LESSHSPCT","LINGISOPCT","UNDER5PCT","OVER64PCT","SUM_ECSI_open","SUM_LUST_open","countAdv","all_cat","PM25_EPA","PM25_NWAQ_MAX","PM25_Mean_NWAQ","min_dec","min_quin","un5_dec","un5_quin","o64_dec","o64_quin","lhs_dec","lhs_quin","inc_dec","inc_quin","lin_dec","lin_quin","lus_av","lus_max","lus_num"
410019501001,9.984553715,0.055789474,0.394736842,0.143603133,0.004464286,0.016842105,0.252631579,38,3,NA,"Medium",5.325957,5,3.884715,"(0.0503,0.0826]",2,"(0.00931,0.023]",2,"(0.248,0.309]",9,"(0.122,0.157]",8,"(0.38,0.432]",7,"(0, 0.07901]",6,NA,NA,NA
410019501002,9.984553715,0.148678414,0.486218302,0.095531587,0.039800995,0.075991189,0.25660793,3,2,NA,"High",5.325957,6,4.455539,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0788,0.0968]",6,"(0.432,0.499]",8,"(0.0218,0.0404]",8,845,845,1
410019501003,9.984553715,0.132092199,0.320035461,0.119760479,0.013392857,0.046099291,0.227836879,10,0,NA,"Low",5.325957,6,3.756139,"(0.109,0.139]",4,"(0.0419,0.0505]",5,"(0.21,0.248]",8,"(0.0968,0.122]",7,"(0.283,0.331]",5,"(0.07901, 0.0218]",7,NA,NA,NA
410019502001,11.88183833,0.03372835,0.186873291,0.042203986,0,0.077484047,0.289881495,0,0,NA,"Low",5.688053,6,5.519426,"(0,0.0503]",1,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0282,0.0447]",3,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410019502002,11.88183833,0.179510426,0.522212149,0.122503329,0,0.059836809,0.17225748,25,5,NA,"High",5.688053,6,5.992621,"(0.172,0.212]",6,"(0.0588,0.0686]",7,"(0.158,0.183]",6,"(0.122,0.157]",8,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410019502003,11.88183833,0.056818182,0.300699301,0.030989273,0,0.062062937,0.196678322,4,0,NA,"High",5.688053,6,6,"(0.0503,0.0826]",2,"(0.0588,0.0686]",7,"(0.183,0.21]",7,"(0.0282,0.0447]",3,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410019503001,11.28758762,0.051393728,0.472826087,0.104022191,0,0.028745645,0.145470383,5,0,NA,"Low",5.944969,6,4.794513,"(0.0503,0.0826]",2,"(0.023,0.0324]",3,"(0.134,0.158]",5,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410019503002,11.28758762,0.092045455,0.534482759,0.180404355,0,0.032954545,0.313636364,12,1,NA,"High",5.944969,6,4.45987,"(0.0826,0.109]",3,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.157,0.213]",9,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410019503003,11.28758762,0.069662921,0.440449438,0.211699164,0,0.008988764,0.357303371,11,1,NA,"Medium",5.944969,7,4.566537,"(0.0503,0.0826]",2,"(0,0.00931]",1,"(0.309,0.832]",10,"(0.157,0.213]",9,"(0.432,0.499]",8,"(0, 0]",1,1120,1120,1
410019504001,13.53061773,0.07617051,0.313517339,0.078538813,0,0.057302586,0.250873515,2,1,NA,"High",5.7991,6,6,"(0.0503,0.0826]",2,"(0.0505,0.0588]",6,"(0.248,0.309]",9,"(0.0616,0.0788]",5,"(0.283,0.331]",5,"(0, 0]",1,375,375,1
410019504002,13.53061773,0.245059289,0.448616601,0.046838407,0,0.035573123,0.415019763,1,0,NA,"High",5.7991,6,6,"(0.212,0.266]",7,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.0447,0.0616]",4,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410019504003,13.53061773,0.005347594,0.659090909,0.08086785,0,0.110962567,0.161764706,2,0,NA,"High",5.7991,6,6,"(0,0.0503]",1,"(0.1,0.245]",10,"(0.158,0.183]",6,"(0.0788,0.0968]",6,"(0.592,1]",10,"(0, 0]",1,NA,NA,NA
410019505001,12.56257657,0.064949608,0.248600224,0.096,0,0.044792833,0.197648376,10,4,NA,"High",5.733049,6,4.953244,"(0.0503,0.0826]",2,"(0.0419,0.0505]",5,"(0.183,0.21]",7,"(0.0788,0.0968]",6,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410019505002,12.56257657,0.185096154,0.610526316,0.125786164,0,0.027644231,0.230769231,11,1,NA,"High",5.733049,6,6,"(0.172,0.212]",6,"(0.023,0.0324]",3,"(0.21,0.248]",8,"(0.122,0.157]",8,"(0.592,1]",10,"(0, 0]",1,125,125,1
410019506001,11.4463182,0.061002179,0.089324619,0.041208791,0,0.034858388,0.40087146,7,1,1,"Low",5.504425,5,3.823616,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.0282,0.0447]",3,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410019506002,11.4463182,0.076502732,0.42037037,0.079726651,0,0.072859745,0.295081967,2,1,NA,"Low",5.504425,5,4.379956,"(0.0503,0.0826]",2,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0788,0.0968]",6,"(0.38,0.432]",7,"(0, 0]",1,NA,NA,NA
410019506003,11.4463182,0.03926097,0.458672875,0.116714697,0,0.047344111,0.379907621,9,0,NA,"Medium",5.504425,7,3.965137,"(0,0.0503]",1,"(0.0419,0.0505]",5,"(0.309,0.832]",10,"(0.0968,0.122]",7,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410030001001,20.05961117,0.038681948,0.272727273,0.114688129,0.031695721,0.025787966,0.114613181,1,2,NA,"High",6.365667,6,6,"(0,0.0503]",1,"(0.023,0.0324]",3,"(0.113,0.134]",4,"(0.0968,0.122]",7,"(0.233,0.283]",4,"(0.0218,0.0404]",8,NA,NA,NA
410030001002,20.05961117,0.434095861,0.559368192,0.085826772,0,0.01416122,0.009259259,2,3,NA,"High",6.365667,6,6,"(0.336,0.442]",9,"(0.00931,0.023]",2,"(0,0.066]",1,"(0.0788,0.0968]",6,"(0.499,0.592]",9,"(0, 0]",1,795,1255,3
410030001003,20.05961117,0.17388724,0.372106825,0.051927616,0,0.039169139,0.09495549,0,1,NA,"Low",6.365667,6,6,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0.0936,0.113]",3,"(0.0447,0.0616]",4,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410030001004,20.05961117,0.150693772,0.370863076,0.018617021,0.01384083,0.080025815,0.101645692,2,3,NA,"High",6.365667,6,5.506192,"(0.139,0.172]",5,"(0.0686,0.0812]",8,"(0.0936,0.113]",3,"(0.0114,0.0282]",2,"(0.331,0.38]",6,"(0.07901, 0.0218]",7,510,575,2
410030002021,18.22012311,0.162477008,0.081545064,0.015108593,0,0.034334764,0.112201104,0,8,NA,"Low",6.171711,6,5.771777,"(0.139,0.172]",5,"(0.0324,0.0419]",4,"(0.0936,0.113]",3,"(0.0114,0.0282]",2,"(0,0.119]",1,"(0, 0]",1,590,590,1
410030002022,18.22012311,0.238408615,0.304217768,0.021696252,0.020322773,0.044869877,0.260544421,0,0,NA,"Medium",6.171711,6,5.763959,"(0.212,0.266]",7,"(0.0419,0.0505]",5,"(0.248,0.309]",9,"(0.0114,0.0282]",2,"(0.283,0.331]",5,"(0.07901, 0.0218]",7,NA,NA,NA
410030004001,19.20578509,0.13260762,0.372587828,0,0.022364217,0.029688273,0.17169718,0,0,NA,"Low",6.302122,6,5.989857,"(0.109,0.139]",4,"(0.023,0.0324]",3,"(0.158,0.183]",6,NA,NA,"(0.331,0.38]",6,"(0.0218,0.0404]",8,NA,NA,NA
410030004002,19.20578509,0.201901975,0.103145574,0.013684744,0.032816773,0.035479151,0.185076811,0,5,NA,"Low",6.302122,6,4.901949,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0.183,0.21]",7,"(0.0114,0.0282]",2,"(0,0.119]",1,"(0.0218,0.0404]",8,NA,NA,NA
410030004003,19.20578509,0.26387316,0.292751982,0,0.019257221,0.028878822,0.125707814,0,0,NA,"Low",6.302122,6,5.004258,"(0.212,0.266]",7,"(0.023,0.0324]",3,"(0.113,0.134]",4,NA,NA,"(0.283,0.331]",5,"(0.07901, 0.0218]",7,NA,NA,NA
410030004004,19.20578509,0.073417722,0.124894515,0.034446764,0,0.032911392,0.321518987,0,0,NA,"Low",6.302122,6,5.595736,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.0282,0.0447]",3,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410030005001,18.79942551,0.192346425,0.156801661,0.081717452,0.020979021,0.080563948,0.278952669,0,1,NA,"Low",6.414359,6,5.360436,"(0.172,0.212]",6,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0788,0.0968]",6,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
410030005002,18.79942551,0.150322581,0.157419355,0.027312775,0,0.018709677,0.308387097,0,0,NA,"Low",6.414359,5,4.871783,"(0.139,0.172]",5,"(0.00931,0.023]",2,"(0.248,0.309]",9,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410030005003,18.79942551,0.075428571,0.283428571,0.026239067,0,0.037714286,0.328,2,1,NA,"Low",6.414359,5,5,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.309,0.832]",10,"(0.0114,0.0282]",2,"(0.283,0.331]",5,"(0, 0]",1,1870,1870,1
410030006001,20.24747014,0.262187872,0.698573127,0.08960177,0,0.084423306,0.136147444,0,0,NA,"Low",6.58998,6,5.636804,"(0.212,0.266]",7,"(0.0812,0.1]",9,"(0.134,0.158]",5,"(0.0788,0.0968]",6,"(0.592,1]",10,"(0, 0]",1,NA,NA,NA
410030006002,20.24747014,0.169474727,0.407838983,0.161603888,0.021582734,0.068384539,0.212091179,1,0,NA,"Low",6.58998,6,5.372162,"(0.139,0.172]",5,"(0.0588,0.0686]",7,"(0.21,0.248]",8,"(0.157,0.213]",9,"(0.38,0.432]",7,"(0.07901, 0.0218]",7,NA,NA,NA
410030006003,20.24747014,0.174558304,0.310572687,0.080512351,0,0,0.329328622,5,0,NA,"High",6.58998,6,6,"(0.172,0.212]",6,NA,NA,"(0.309,0.832]",10,"(0.0788,0.0968]",6,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410030009001,17.84081803,0.104183757,0.159967186,0.016085791,0,0.148482363,0.100902379,0,3,NA,"Low",6.148636,6,5.02315,"(0.0826,0.109]",3,"(0.1,0.245]",10,"(0.0936,0.113]",3,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0, 0]",1,370,370,1
410030009002,17.84081803,0.131436314,0.573065903,0.019736842,0,0.016260163,0.178861789,0,1,NA,"Low",6.148636,6,5.000585,"(0.109,0.139]",4,"(0.00931,0.023]",2,"(0.158,0.183]",6,"(0.0114,0.0282]",2,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410030009003,17.84081803,0.2184124,0.411930484,0,0.040456432,0.072334429,0.128229216,0,0,NA,"Low",6.148636,5,5,"(0.212,0.266]",7,"(0.0686,0.0812]",8,"(0.113,0.134]",4,NA,NA,"(0.38,0.432]",7,"(0.0404, 0.0748]",9,NA,NA,NA
410030009004,17.84081803,0.105849582,0.061281337,0,0,0.027855153,0.321727019,0,1,NA,"Low",6.148636,5,4.979302,"(0.0826,0.109]",3,"(0.023,0.0324]",3,"(0.309,0.832]",10,NA,NA,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410030009005,17.84081803,0.087323944,0.176056338,0,0.069518717,0,0.204225352,0,1,NA,"Low",6.148636,5,5,"(0.0826,0.109]",3,NA,NA,"(0.183,0.21]",7,NA,NA,"(0.119,0.177]",2,"(0.0404, 0.0748]",9,NA,NA,NA
410030010011,20.78577834,0.197662062,0.325185972,0.061559508,0.091858038,0.056323061,0.222104145,2,0,NA,"Low",6.402601,6,6,"(0.172,0.212]",6,"(0.0505,0.0588]",6,"(0.21,0.248]",8,"(0.0616,0.0788]",5,"(0.283,0.331]",5,"(0.0748, 0.5]",10,NA,NA,NA
410030010012,20.78577834,0.355214724,0.72,0.11784897,0.06017192,0.133128834,0.082208589,6,3,NA,"Low",6.402601,6,6,"(0.336,0.442]",9,"(0.1,0.245]",10,"(0.066,0.0936]",2,"(0.0968,0.122]",7,"(0.592,1]",10,"(0.0404, 0.0748]",9,145,145,1
410030010013,20.78577834,0.445255474,0.577305906,0.0657277,0.134545455,0.141340411,0.092899801,0,0,NA,"Low",6.402601,6,6,"(0.442,0.959]",10,"(0.1,0.245]",10,"(0.066,0.0936]",2,"(0.0616,0.0788]",5,"(0.499,0.592]",9,"(0.0748, 0.5]",10,NA,NA,NA
410030010021,20.97334447,0.196987254,0.548088065,0.039215686,0.059701493,0,0.08806489,0,2,NA,"Low",6.344106,6,6,"(0.172,0.212]",6,NA,NA,"(0.066,0.0936]",2,"(0.0282,0.0447]",3,"(0.499,0.592]",9,"(0.0404, 0.0748]",9,NA,NA,NA
410030010022,20.97334447,0.104,0.421818182,0,0.009950249,0.04,0.128,0,4,NA,"Low",6.344106,6,6,"(0.0826,0.109]",3,"(0.0324,0.0419]",4,"(0.113,0.134]",4,NA,NA,"(0.38,0.432]",7,"(0.07901, 0.0218]",7,NA,NA,NA
410030010023,20.97334447,0.227118644,0.161581921,0.025787966,0.02173913,0.009039548,0.127683616,0,0,NA,"Low",6.344106,6,6,"(0.212,0.266]",7,"(0,0.00931]",1,"(0.113,0.134]",4,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
410030011011,20.35721353,0.171339564,0.839774557,0,0.023136247,0,0.028037383,0,1,NA,"Low",6.306484,6,5.958279,"(0.139,0.172]",5,NA,NA,"(0,0.066]",1,NA,NA,"(0.592,1]",10,"(0.0218,0.0404]",8,NA,NA,NA
410030011012,20.35721353,0.275992439,0.786213786,0.066666667,0.03407155,0,0.062381853,2,0,NA,"Low",6.306484,6,6,"(0.266,0.336]",8,NA,NA,"(0,0.066]",1,"(0.0616,0.0788]",5,"(0.592,1]",10,"(0.0218,0.0404]",8,NA,NA,NA
410030011013,20.35721353,0.288918206,0.707589286,0.075949367,0.083798883,0,0.035620053,0,4,NA,"Low",6.306484,6,6,"(0.266,0.336]",8,NA,NA,"(0,0.066]",1,"(0.0616,0.0788]",5,"(0.592,1]",10,"(0.0748, 0.5]",10,NA,NA,NA
410030011014,20.35721353,0.373863636,0.761124122,0,0.14893617,0.011363636,0.029545455,0,0,NA,"Low",6.306484,6,5.920992,"(0.336,0.442]",9,"(0.00931,0.023]",2,"(0,0.066]",1,NA,NA,"(0.592,1]",10,"(0.0748, 0.5]",10,NA,NA,NA
410030011021,21.19841931,0.129496403,0.438848921,0.030018762,0,0.022610483,0.097636177,0,3,NA,"High",6.349896,6,6,"(0.109,0.139]",4,"(0.00931,0.023]",2,"(0.0936,0.113]",3,"(0.0282,0.0447]",3,"(0.432,0.499]",8,"(0, 0]",1,NA,NA,NA
410030011022,21.19841931,0.246920493,0.762044653,0,0,0.003919373,0.031354983,0,0,NA,"High",6.349896,6,6,"(0.212,0.266]",7,"(0,0.00931]",1,"(0,0.066]",1,NA,NA,"(0.592,1]",10,"(0, 0]",1,NA,NA,NA
410030011023,21.19841931,0.177547771,0.588375796,0,0,0.032643312,0.059713376,0,1,NA,"Low",6.349896,6,6,"(0.172,0.212]",6,"(0.0324,0.0419]",4,"(0,0.066]",1,NA,NA,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410030011024,21.19841931,0.230941704,0.876422764,0,0.078873239,0.013452915,0,1,0,NA,"Low",6.349896,6,6,"(0.212,0.266]",7,"(0.00931,0.023]",2,NA,NA,NA,NA,"(0.592,1]",10,"(0.0748, 0.5]",10,NA,NA,NA
410030101001,21.69254016,0.022929936,0.236942675,0.050259965,0,0.078980892,0.301910828,0,0,NA,"Medium",6.86552,6,5.73182,"(0,0.0503]",1,"(0.0686,0.0812]",8,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410030101002,21.69254016,0.09147213,0.150264042,0.070921986,0,0.058599333,0.140543116,0,0,NA,"Low",6.86552,6,6,"(0.0826,0.109]",3,"(0.0505,0.0588]",6,"(0.134,0.158]",5,"(0.0616,0.0788]",5,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410030101003,21.69254016,0.097722263,0.09331374,0.036252091,0,0.031227039,0.160911095,1,0,NA,"Medium",6.86552,6,6,"(0.0826,0.109]",3,"(0.023,0.0324]",3,"(0.158,0.183]",6,"(0.0282,0.0447]",3,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410030101004,21.69254016,0.040049291,0.186075169,0.004942339,0,0.056685151,0.292051756,0,0,NA,"Low",6.86552,6,5.989719,"(0,0.0503]",1,"(0.0505,0.0588]",6,"(0.248,0.309]",9,"(0,0.0114]",1,"(0.177,0.233]",3,"(0, 0]",1,725,725,1
410030101005,21.69254016,0.217755444,0.206588498,0.031496063,0.031390135,0.029034059,0.254048018,0,2,NA,"Low",6.86552,6,6,"(0.212,0.266]",7,"(0.023,0.0324]",3,"(0.248,0.309]",9,"(0.0282,0.0447]",3,"(0.177,0.233]",3,"(0.0218,0.0404]",8,NA,NA,NA
410030102001,15.78296162,0.099907063,0.263475836,0.025751073,0.002710027,0.051115242,0.125929368,4,0,NA,"High",5.634858,6,4.844938,"(0.0826,0.109]",3,"(0.0505,0.0588]",6,"(0.113,0.134]",4,"(0.0114,0.0282]",2,"(0.233,0.283]",4,"(0, 0.07901]",6,346.666666666667,490,3
410030102002,15.78296162,0.06952381,0.056190476,0.009638554,0,0.021904762,0.20952381,0,0,NA,"Low",5.634858,5,4.035142,"(0.0503,0.0826]",2,"(0.00931,0.023]",2,"(0.183,0.21]",7,"(0,0.0114]",1,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410030102003,15.78296162,0.076263925,0.506426735,0.215843858,0,0.037703513,0.200514139,1,0,NA,"Low",5.634858,5,3.901907,"(0.0503,0.0826]",2,"(0.0324,0.0419]",4,"(0.183,0.21]",7,"(0.213,1]",10,"(0.499,0.592]",9,"(0, 0]",1,NA,NA,NA
410030103001,13.81554106,0.111882716,0.157407407,0.015888779,0,0.040123457,0.215277778,2,0,NA,"High",5.241113,5,4.309902,"(0.109,0.139]",4,"(0.0324,0.0419]",4,"(0.21,0.248]",8,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410030103002,13.81554106,0.04520222,0.277557494,0.030542986,0,0.06740682,0.206185567,2,1,NA,"Medium",5.241113,5,3.501948,"(0,0.0503]",1,"(0.0588,0.0686]",7,"(0.183,0.21]",7,"(0.0282,0.0447]",3,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410030103003,13.81554106,0.165016502,0.282392027,0.062130178,0,0.04180418,0.150715072,0,2,NA,"Medium",5.241113,4,3.349776,"(0.139,0.172]",5,"(0.0324,0.0419]",4,"(0.134,0.158]",5,"(0.0616,0.0788]",5,"(0.233,0.283]",4,"(0, 0]",1,810,1245,2
410030104001,17.02441512,0.011400651,0.138436482,0.087248322,0,0,0.228013029,5,4,NA,"High",6.052562,6,4.988525,"(0,0.0503]",1,NA,NA,"(0.21,0.248]",8,"(0.0788,0.0968]",6,"(0.119,0.177]",2,"(0, 0]",1,541.666666666667,730,3
410030104002,17.02441512,0,0.015075377,0.070921986,0,0.082077052,0.211055276,1,1,NA,"Low",6.052562,4,3.731138,NA,NA,"(0.0812,0.1]",9,"(0.21,0.248]",8,"(0.0616,0.0788]",5,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410030104003,17.02441512,0.212626996,0.337808418,0.137161085,0.034907598,0.047895501,0.16509434,2,3,NA,"High",6.052562,6,4.816985,"(0.212,0.266]",7,"(0.0419,0.0505]",5,"(0.158,0.183]",6,"(0.122,0.157]",8,"(0.331,0.38]",6,"(0.0218,0.0404]",8,338.333333333333,375,3
410030106001,21.08157444,0.120143885,0.460340993,0.007575758,0.074299635,0,0.143884892,2,2,NA,"High",6.359822,6,6,"(0.109,0.139]",4,NA,NA,"(0.134,0.158]",5,"(0,0.0114]",1,"(0.432,0.499]",8,"(0.0404, 0.0748]",9,382.5,640,2
410030106002,21.08157444,0.143195266,0.753184713,0.021857923,0.060518732,0,0.037869822,0,0,NA,"High",6.359822,6,6,"(0.139,0.172]",5,NA,NA,"(0,0.066]",1,"(0.0114,0.0282]",2,"(0.592,1]",10,"(0.0404, 0.0748]",9,NA,NA,NA
410030106003,21.08157444,0.413957935,0.801147228,0,0.119349005,0,0.018164436,0,0,NA,"High",6.359822,6,6,"(0.336,0.442]",9,NA,NA,"(0,0.066]",1,NA,NA,"(0.592,1]",10,"(0.0748, 0.5]",10,NA,NA,NA
410030106004,21.08157444,0.3215,1,1,0,0,0,1,4,NA,"High",6.359822,6,6,"(0.266,0.336]",8,NA,NA,NA,NA,"(0.213,1]",10,"(0.592,1]",10,"(0, 0]",1,NA,NA,NA
410030107021,19.12874897,0.210633947,0.4625,0.024958403,0.110328638,0.063394683,0.160531697,1,5,NA,"Low",6.2384,6,5.421141,"(0.172,0.212]",6,"(0.0588,0.0686]",7,"(0.158,0.183]",6,"(0.0114,0.0282]",2,"(0.432,0.499]",8,"(0.0748, 0.5]",10,NA,NA,NA
410030107022,19.12874897,0.319387154,0,0,0,0,0,1,1,NA,"Low",6.2384,6,5.854846,"(0.266,0.336]",8,NA,NA,NA,NA,NA,NA,NA,NA,"(0, 0]",1,632.5,1140,2
410030107023,19.12874897,0.328334649,0.848460931,0.090909091,0.117760618,0.014206788,0.025256511,0,2,NA,"High",6.2384,6,6,"(0.266,0.336]",8,"(0.00931,0.023]",2,"(0,0.066]",1,"(0.0788,0.0968]",6,"(0.592,1]",10,"(0.0748, 0.5]",10,NA,NA,NA
410030108001,16.28182416,0.263009845,0.450070323,0.12398374,0.01171875,0.081575246,0.123769339,1,1,NA,"Low",5.9455,5,5,"(0.212,0.266]",7,"(0.0812,0.1]",9,"(0.113,0.134]",4,"(0.122,0.157]",8,"(0.432,0.499]",8,"(0.07901, 0.0218]",7,375,375,1
410030108002,16.28182416,0.126923077,0.357421875,0.113009198,0,0.028846154,0.176923077,0,0,NA,"Medium",5.9455,5,5,"(0.109,0.139]",4,"(0.023,0.0324]",3,"(0.158,0.183]",6,"(0.0968,0.122]",7,"(0.331,0.38]",6,"(0, 0]",1,NA,NA,NA
410030108003,16.28182416,0.201829617,0.379645512,0.080388693,0.013372957,0.062321326,0.105202973,1,1,NA,"Medium",5.9455,6,5.000003,"(0.172,0.212]",6,"(0.0588,0.0686]",7,"(0.0936,0.113]",3,"(0.0788,0.0968]",6,"(0.331,0.38]",6,"(0.07901, 0.0218]",7,NA,NA,NA
410030109001,15.7158799,0.066138798,0.256206089,0.004904966,0,0.089427108,0.208197485,2,0,NA,"Low",5.938327,6,4.257692,"(0.0503,0.0826]",2,"(0.0812,0.1]",9,"(0.183,0.21]",7,"(0,0.0114]",1,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410030109002,15.7158799,0.248994516,0.296296296,0.03055722,0.005617978,0.038391225,0.11261426,1,0,NA,"Medium",5.938327,6,5.725658,"(0.212,0.266]",7,"(0.0324,0.0419]",4,"(0.0936,0.113]",3,"(0.0282,0.0447]",3,"(0.283,0.331]",5,"(0, 0.07901]",6,NA,NA,NA
410050201001,36.41134315,0.121472979,0.12338594,0.009402283,0.019161677,0.045432807,0.165949307,0,11,NA,"Low",7.684086,7,7,"(0.109,0.139]",4,"(0.0419,0.0505]",5,"(0.158,0.183]",6,"(0,0.0114]",1,"(0.119,0.177]",2,"(0.07901, 0.0218]",7,NA,NA,NA
410050201002,36.41134315,0.119165839,0.261171797,0.009873061,0,0.041708044,0.180734856,0,8,NA,"Low",7.684086,7,7,"(0.109,0.139]",4,"(0.0324,0.0419]",4,"(0.158,0.183]",6,"(0,0.0114]",1,"(0.233,0.283]",4,"(0, 0]",1,NA,NA,NA
410050201003,36.41134315,0.155660377,0.157894737,0.073758865,0.061320755,0.024764151,0.205188679,3,4,NA,"Low",7.684086,7,7,"(0.139,0.172]",5,"(0.023,0.0324]",3,"(0.183,0.21]",7,"(0.0616,0.0788]",5,"(0.119,0.177]",2,"(0.0404, 0.0748]",9,175,175,1
410050202001,36.51159434,0.207710464,0.095200629,0,0,0.0306845,0.114870181,0,2,NA,"Low",7.686728,7,7,"(0.172,0.212]",6,"(0.023,0.0324]",3,"(0.113,0.134]",4,NA,NA,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410050202002,36.51159434,0.058041958,0.056643357,0,0,0.055244755,0.173426573,0,15,NA,"Low",7.686728,7,7,"(0.0503,0.0826]",2,"(0.0505,0.0588]",6,"(0.158,0.183]",6,NA,NA,"(0,0.119]",1,"(0, 0]",1,NA,NA,NA
410050202003,36.51159434,0.017886179,0.21300813,0,0,0.027642276,0.341463415,1,10,NA,"Low",7.686728,7,7,"(0,0.0503]",1,"(0.023,0.0324]",3,"(0.309,0.832]",10,NA,NA,"(0.177,0.233]",3,"(0, 0]",1,NA,NA,NA
410050202004,36.51159434,0.065670048,0.111585691,0.040943789,0.058041112,0.009610251,0.21890016,0,10,NA,"Low",7.686728,7,7,"(0.0503,0.0826]",2,"(0.00931,0.023]",2,"(0.21,0.248]",8,"(0.0282,0.0447]",3,"(0,0.119]",1,"(0.0404, 0.0748]",9,NA,NA,NA
410050202005,36.51159434,0.015889831,0.304025424,0,0,0.025423729,0.409957627,3,2,NA,"Low",7.686728,7,7,"(0,0.0503]",1,"(0.023,0.0324]",3,"(0.309,0.832]",10,NA,NA,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410050203021,36.7827029,0.143280632,0.116600791,0,0.031481481,0.03458498,0.195652174,1,2,NA,"High",7.736143,7,6.747617,"(0.139,0.172]",5,"(0.0324,0.0419]",4,"(0.183,0.21]",7,NA,NA,"(0,0.119]",1,"(0.0218,0.0404]",8,NA,NA,NA
410050203022,36.7827029,0.239427012,0.118835616,0.027118644,0.024207012,0.047407913,0.106412005,5,9,NA,"High",7.736143,7,6.343932,"(0.212,0.266]",7,"(0.0419,0.0505]",5,"(0.0936,0.113]",3,"(0.0114,0.0282]",2,"(0.119,0.177]",2,"(0.0218,0.0404]",8,NA,NA,NA
410050203031,36.96687931,0.176385542,0.128192771,0.006840796,0,0.009156627,0.119518072,0,0,NA,"Low",7.714976,7,7,"(0.172,0.212]",6,"(0,0.00931]",1,"(0.113,0.134]",4,"(0,0.0114]",1,"(0.119,0.177]",2,"(0, 0]",1,NA,NA,NA
410050203032,36.96687931,0.18297456,0.297455969,0,0,0.015655577,0.357142857,0,0,NA,"Low",7.714976,7,7,"(0.172,0.212]",6,"(0.00931,0.023]",2,"(0.309,0.832]",10,NA,NA,"(0.283,0.331]",5,"(0, 0]",1,NA,NA,NA
410050203033,36.96687931,0.212669683,0.223148148,0.048088065,0.013333333,0.030769231,0.276470588,0,1,NA,"Low",7.714976,7,7,"(0.212,0.266]",7,"(0.023,0.0324]",3,"(0.248,0.309]",9,"(0.0447,0.0616]",4,"(0.177,0.233]",3,"(0.07901, 0.0218]",7,NA,NA,NA
410050203041,36.65918648,0.227050781,0.118164063,0.026011561,0.026098901,0.062988281,0.141601563,0,5,NA,"Low",7.728999,7,6.174254,"(0.212,0.266]",7,"(0.0588,0.0686]",7,"(0.134,0.158]",5,"(0.0114,0.0282]",2,"(0,0.119]",1,"(0.0218,0.0404]",8,NA,NA,NA
